user_id,stars,reviews
A1CFU5XJXN3PV4,4,"Quaker, which knows a thing or two about oats, has put together a pretty nice oatmeal cookie here. The cookie is soft, as advertised, but is NOT pillowy, doughy, gooey or some other displeasing variety of soft. Rather, it just has a nice yielding softness. No doubt related to the consistency, the cookie is not cloyingly sweet. Oh, it's still definitely a cookie - but you're not overwhelmed with a sugar rush. The raisins didn't add a lot of flavor - the ones I encountered weren't large or anything remotely like plump.<br /><br />Overall, this seems like a relatively low-guilt addition to a lunchbox or a desk drawer for snack time. Tasty, soft, and full of oatmealy goodness."
A1AFEJ0230S741,5,"After trying these cookies for the first time, i am hooked and dont feel guilty because they are delicious. Thanks Quaker for another awesome product."
APPCJX62WKIIP,3,"In one box you get six cookies, each individually wrapped.  Which is all meant to be quite convenient, I suppose.  Throw one in your child's lunchbox and send him/her off.  Frankly, these cookies are not nearly as delicious as the ones my husband and I make and ours are lower in fat and calories, with fewer additives.  In other words, healthier.<br /><br />But ""healthier"" isn't why most people buy pre-made food products and these cookies taste good enough.  I love oatmeal raisin cookies and I wasn't disappointed by these enough to dislike them.  However, <a href=""http://www.amazon.com/gp/product/B004L5UD2K"">Grandma's Homestyle Oatmeal Raisin Big Cookie, 2.5 Oz Bag (Pack of 20)</a> are lower in calories and have the same amount of fat, per cookie.  (Of course, it's hard to eat just the one when there are two in the package so you'd have to share.)<br /><br />I know that it's hard to find time to bake from scratch sometimes but the effort to do so, teaching a child how to measure and mix a recipe from scratch, to then enjoy something that the two (or three or four) of you made together, is invaluable.  Make a double batch and freeze the dough before baking and you wouldn't have to do this every week to have enough cookies to last entire month or longer.  You'll build bonding moments, create less waste, teach simple mathematics and cooking skills, and provide a far healthier snack option for your child(ren).<br /><br />And if you truly don't have the time to bake cookies, then buy some fresh fruit.  If nothing else, you'll have fewer additives and most fruit comes in it's own convenient packaging."
A1QZVTFM26YGQF,5,"I received 1 to try out and wasn't to sure what to expect. they are delicious i have to say, will definatly be buying more"
A3APJ36C9R1XBZ,5,Love these cookies my Son asks me to heat one for him in the microwave for about 15 sec its soooo good that way gives it the freshly baked feel...I always make sure to keep in stock in my home...they are also individually packed do makes it easy to carry along in my bag
AJUQOZM0WFP4J,5,These cookies are so soft and tasty. I love the texture of the cookie!! I will definitely be eating these cookies as a snack for lunch.
A1FVP6G8W3O8ZA,2,"Quaker Soft Baked Oatmeal Cookies (raisin) fail the most important test of a cookie.  They are not delicious.  Considering they're 170 calories for ONE cookie you'd expect something decadent.  It's not even as tasty as an average cookie.<br /><br />A little bit dry considering it's supposed to be soft, moist cookie.  A slight sandy or grainy texture.  There's nothing foul or obnoxious about the taste - it's just nothing special.<br /><br />Nutritionally - ok for a cookie.  170 calories, 1.5g sat fat.  4g fiber!  (quite a bit.)  But I don't look at a cookie as some sort of health food.  A big* cookie like this should be an indulgence - a treat.  Instead it's not abhorrent.  If you start eating this, you'll finish it.  But you won't go out of your way for another one.<br /><br />*not THAT big.  It's not like a famous amos or something."
AJ6AFRHY0TE85,5,"TOTALLY DIFFERENT!<br />chewy, soft-baked cookie, Healthier alternative,<br />Individually packaged / Good for on the go!<br /><br />The Verdict:<br />Great Healthier snack for all the family!<br /><br />I don't like oatmeal & raisins... but this cookie really taste great! :D"
A26XA5ME599Q8X,5,It is nice to have a cookie that my kids enjoy and I don't have to worry about it being unhealthy. I was very happy to receive this in my Influenster Mom Voxbox!
AXOHUES3YZ4UG,5,I was very surprised how soft they were. I gave one to my kids and they loved them. Definitely getting more for them!
AM25R904WN2HA,4,"These are great on the go treats for adults, and the kids too - if you wanna share ;)<br />They're bursting with flavor and nutritious to boot."
AW5HYD1A2DUCJ,5,totally my kids favorite cookie so good soft not so much sweet exactly one that i want to give my kid
A2YVU7PKI7069M,5,Quaker Soft Baked Oatmeal Cookies are now my favorite cookies.  They are so soft and delicious.  And I love how they come individually wrapped so I don't have to worry about the rest of them going stale.<br />I definitely recommend giving these cookies a try - you'll be glad you did!
AK0PXM8POPVMO,5,"I got a sample of these from Influenster, and I went out and bought more right away.  These are the softest and tastiest packaged cookies I've had.  I love the flavor, Oatmeal Raisin cookies are my favorite.  Even though they are cookies, I feel like I could be doing a lot worse health-wise than these."
A1YC8ZO2WFMGYQ,4,"I received a sample package of this product complimentary from [...]  to try. I must say, it was super yummy. The cookies are large enough to satisfy my sweet tooth yet small enough that i didn't feel like I was gorging myself either. Best part is, they are healthy enough that i don't mind feeding them to my kiddos as a special treat."
A11DV7U73MFGMY,5,"Love the soft baked cookies, tastes great and I don't feel guilty eating this cookie. They are also individually wrapped so it's great for throwing in a bag for hiking or in kid's lunch. I tried the oatmeal raisin and must say it's my favorite, apparently many others favorites as I can never found them on the shelves."
A357D8AWVFNNH6,5,I got the influenster box and it had several products in it.  My kids loved the quaker soft bake cookie.  would get some if I were you
A1B97O8MZHDNYB,5,Cookie was so soft and my son acutally loved it and he really doesnt like a lot of item. I really love this cookie and i did purchase again.
A17RQPA1VCKTYM,5,my kids and i enjoyed the Quaker Soft Baked cookies.  they are great for lunch boxes and for snacks at home or on the go.  i loved the soft baked texture and fresh taste.
ADR3MR8529NOD,5,This is a great tasting cookie.  Portion size is close to perfect.  Soft texture with almost homemade flavor.  What a find?!?! I love these cookies!
A2S41GL7XNIYH5,4,Quaker always surprises me with all their wonderful products which are satisfying for the whole family. I really love these Oatmeal soft baked cookies!! They are made from whole grain quaker oats and have a wonderful flavor! I can't wait to buy more of these and other yummy products!
A10L198Q8ZKC0H,5,"I really enjoyed these cookies. They tasted fresh & homemade and very soft and chewy.....I will purchase again, definitely a favorite!"
A3JLHTAO1HD8RT,5,"I just love the oatmeal raisein cookie it was super soft and delicious, i was amazed by the amount of raisens in it because there usually isnt enough in other brands. Not only did i love this cookie but my daughter loved it so much i had to go out and buy a box of them. Id def. reccomend these to any cookie lover, im a fan for life."
A1AT4YHGX2QVWS,5,"These are so yummy. They taste just like my grandmas homestyle cookies. They are a perfect texture, just enough sweetness, and leave you craving for more! I can't get enough of them. I eat them with a nice glass of cold milk and it's heaven!"
AU4U0ISJ875XL,4,These are really good.  I love raisin cookies and this one did not dissapoint me.  It is soft and they are in individual packs.  I got it free from Influenster to try and liked it.
A29SZ6ZTP4MH9H,2,These cookies would be better if they were made with rolled oats instead of oat flour. The crumbly and mealy texture does not provide an enjoyable experience.
A2FBKA2838KO0C,4,"This cookie is full of flavor and at a great price.  I got a sample free in the mail, and will be buying more for my son!  We both loved them."
A3V980JQPFQVDJ,5,This cookie was moist chewy and delicious.  Both my daughter and I thought it was fabulous and I will definitely buy in the future.
A32ZZQV7FBYBBK,4,"This is pretty good for a store bought cookie! It was nice and soft, not too sweet. Just right. I gave them 4 instead of 5 stars because I like my cookies a little chewy. Overall great cookie! I got one of these cookies as a sample from @influenster."
A1TIALU0XG3172,5,This cookie was really good... I liked the single serve packaging and the portability of the product! great for on the go and not loaded with junk!
AHG9NC2C0FN98,5,I am very impressed with the Quaker Soft Baked Oatmeal Cookies. They are a healthier cookie and have a great taste. Very soft and melt in your mouth.
A1CKSRF05IVVHW,3,"It's not too sweet so I like that. The kids love it and let's face it, cookies are generally not healthy, so this is ok, not the healthiest, but good!"
AO8W9PQE5UYGA,4,"These cookies are delicious, a little messy but have a great taste, my kids also enjoyed them, it is a lunch bag must have."
A3VR7QSYW1VUR9,4,These are so soft and really yummy. I like that I can grab a pouch and toss it in my purse for an afternoon snack.
AXLPWBWM7IO0G,5,"I'm not a lover of oatmeal raisin cookies, but this one surprised me! I loved how soft and flavorful it was. YUM. I highly recommend. I got these as a sample from Influensters!"
A3KPHXGQ2SUVCG,4,I love these. They taste great and they are easy to throw in your bag and bring a long with you for a snack for yourself or a child. My 3 year old liked the taste as well. I do think they are a bit pricey but they are full of whole grains which is better than normal cookies.
A1HDZG1VI59BFY,5,"My son and I both LOVED these cookies, very yummy and delicious.  My son ate them so quickly that I hardly got any LOL.  I really like the texture of the cookies, and they are quite filling."
A2XTQ37EZJP90N,5,"I received a Quaker Soft Baked Oatmeal cookie in my Mom Voxbox from Influenster, and it was a big hit.  Soft, chewy, and tasty.  Only thing I would change about it is that it doesn't travel very well because it gets too crumbly."
A28SGC3ISWHB9E,5,"The Quaker Oatmeal Raisin cookies could not be more delicious! They have that homemade taste w/out all the mess!! I was surprised at how soft they were and you could really taste cinnamon and other flavors, they did not taste processed.  The most important thing- my kids loved them too!"
A3U57Z3U2OZ00,4,"I got to try these through Influenster. Though I'd planned to buy my own, I'm glad I had to do it for the site, because otherwise I wouldn't have tried the Oatmeal Raisin. I'm not a fan of the combo. I don't know why.<br />But, Quaker did a great job. There was the perfect combination of oatmeal to raisin, and I didn't feel like I was tasting cardboard, as I tend to with oatmeal cookies. Instead, it was super moist, and honestly, if it had been hot, I would have assumed it was straight from the oven. Just perfectly done!"
A2K4ZSJPDAQCG1,5,warm these up and they taste like you just pulled them out of the oven ... love love love these. My kids also really really enjoyed these .... my 5 year old thought they were home made !
A261GIK3PL0UFF,4,These cookies are not only yummy but they are good for you. My children love them too. Its a great snack for them and I don't feel guilty giving it to them. Try one!!
A1BAK2PJSVK8MX,4,"I do not like Oatmeal raisin cookies, but I have to say I was pleasantly surprised by the soft texture and the taste of these cookies. I would recommend these if you love oatmeal raisin cookies."
A1KVYM5CNK75PR,5,I was pleasantly surprised with this cookie. It has a great flavor and was nice and moist! My three year old daughter loved it also!
A3I4Z02JQ4VZ29,4,"This cookie was very good, but a little dry for my taste! I would also prefer it to taste more like a homemade cookie with more raisins."
A2OI26HDSEZFEB,5,It's amazing!  Love the taste and texture!! awesome price!! My 3 year old loved it and she is a HARD SELL!!
A2R3C0OG2HFQ9H,5,Great taste and packaging. Perfect for lunch boxes and take along snacks. We have enjoyed these cookies and look forward to more flavors.
AAPPWNP9FWVWS,3,"Generally, these Quaker oatmeal cookies were a disappointment.  The major positive is that the first ingredient listed is whole grain oat flour.  Other pluses are that the cookie is not particularly sweet, individually wrapped, and it is soft, but not crumbly.  My husband and I tried these cookies for dessert last night.  The first issue was that they are 170 calories each, meaning we only had one, even though their size is not particularly large, around 3 inches in diameter.  Second, the overall taste and texture impression of the cookie is that it is commercially made; it will not remotely remind you of homemade.  Third, and personally, there are not enough raisins.  Finally, both of us noticed the cinnamon flavoring, which was border line too much; the ingredients list indicates allspice as well.  The only ""fortifications"" to the cookie are calcium (4%) and iron (8%)."
A3FHDBBXZFNQUK,3,"These cookies are alright, except that once you are finished you may notice an aftertaste and I think this is due to the cookies containing too much allspice.  The cookies also contain cinnamon, which does not leave an aftertaste."
A2Q53HT28RCH8N,4,"The Quaker Soft Baked Oatmeal Cookie was given to me to sample through Influenster Mom Vox box program.  It tasted like it was home baked.  I did notice it was a little heavy in the cinnamon department, so if you don't like cinnamon or if you have an allergy to it, then this would not be a good cookie for you.  This was shared with my 14 year old daughter that gave her seal of approval, too."
A24O0OS2H86QV,5,Quaker Cookies for me is that one in the package is suffice for me with a cup of tea or hot cocoa. Usually I go digging for a few more cookies to conquer my sweet tooth but not this time.
A1QZQ1UC11S7SU,5,"This is a really good cookie! DIdnt really think that I would like a cookie from a company known for its oatmeal, but completely surprised!! It was soft and soooo chewy! Really good served warm & with a cold glass of milk!"
A2FH1KKTJCP5QW,5,"I tried this cookie (which came free in my Mom Vox Box 2012) and I fell in love with it! My kids and my husband liked it, too! It is soft and chewy with a delicious home-baked taste. We will definitely include this in our stash of healthy goodies & snacks!"
A2K14OQTVABTMY,5,I wasn't sure if I was gonna like these until I received a free sample and fell in love with it. These cookies are so soft and yummy. My 5 year old loved it. Can't get enough of it.
A31OLWW8C0GJXW,5,"I originally purchased these cookies at the store and then being an influenster I received a sample of the Oatmeal Raisin Quaker Soft Baked Oatmeal Cookies. These make a great snack for kids and adults alike. These are great to carry in a diaper bag for that lil pick me up when out and about. They have so many flavors and styles of there new soft baked. They are soft but not crumbly, easy to eat not to chewy, they are filling and satsfying."
A2KX939MKLWD64,3,"I'm not a fan of oatmeal or raisins (lol) but I wanted to taste the cookie before I gave it to my daughter. So I'll give my review based on how well she liked it. The cookie was extremely fresh when I opened it. My daughter ate about half of the cookie before putting the pack down. So I'll take that as she was somewhat satisfied because if she doesn't like it, she throws it aways and if she really likes it she'll eat it all! Ha! I am interested in finding out what other types of cookies are available because it is a more healthier alternative versus her eating chips or candy.<br /><br />**NOTE: In my review, I only took into account my thoughts on the cookie itself.  But if I had to grade this with the price that Amazon has it for, I would probably give it 1 star!  A 6-pack of these cookies is $2.69 so why is a 12-pack almost $35 on here?! Am I missing something, lol**"
A1Z65IGMZ9SR7D,4,These soft cookies are very tasty and have a great texture. They are just the right size for an afternoon snack.
A2MMB9EG82GAT8,3,"I have only tried Quaker Oatmeal raisin cookies and they were not my favorite, however Im still in love with their Oatmeal cereals and granola!"
A1AJY4M502J8YY,5,"Ok so I love oatmeal cookies they are amazing. And this is one that I approve on for its soft gooey and chewy. It is absolutely amazing. I love it, and would recommend it to anyone that loves oatmeal, and the raisins are sweet they do not taste tart and are not overpowering."
AZFX7FLEHCWXM,3,"I love oatmeal raisin cookies, really love them.  So, I am always on the lookout for a good cookie...especially if they are made by someone other than me.  When I got the chance to sample Quaker Soft Baked Oatmeal Cookies with Raisins, I said ""Why not?""  The cookies come 6 to a box and are individually wrapped.  They are pleasant soft oatmeal with a balanced blend of spices and raisins.  I would have liked more raisins.  They were also very soft almost, as another reviewer mentioned...powdery.  They did have a good taste and they are very convenient (good for lunches, tucked in a backpack or desk drawer) and I found them very filling/satisfying.  But, for me, they were just a bit off mark.  I guess I expected a soft oatmeal cookie to be a bit more solid and chewy.  I will buy them occasionally if I have a specific need for something quick and easy."
A1NM2P8DXA5SME,4,"I was pleasently surprised about how soft this cookie was.  It had great flavor, I couldnt even tell there were raisins in the cookie, which is great because I dont normally like raisins.  I like that they come individually wrapped so that all the cookies don't dry out when you want to eat one.  Great snack to take on the go!"
A11OQ0NZAVHYRF,4,Theses cookies are yummy and soft even with raisins my toddler likes them. My only problem is one cookie had 170 calories and is not remotely filling. It's not the healthiest snack but it sure is tasty!
A3CPU6NZNKB5JA,5,"Love single served cookies and they are a perfect as a pick-me up. I don't cookies in the house, but this one can stay all wrapped and waiting for the perfect moment"
A4JHEO7H330AF,3,"QUAKER SOFT BAKED OATMEAL COOKIES RAISINS is a product consisting of a box of six cookies.  Each of the six cookies is enclosed in a sturdy plastic envelope, with a tooth-edge at the top and bottom, suitable for grasping and for tearing open the envelope.  On the plus side, all of the cookies were intact, despite shipping.  The intact nature of the cookies was largely due to the fact that they are soft (not crunchy) and secondarily due to the secure packaging.  The cookies were bland and unadventuresome, both in taste and in texture.  Although the photographs on the cardboard box and on the plastic envelope show cookies having a surface dotted withabout 12 whole raisins, it was the case that the actual cookie contains a scattering of chopped raisin bits inside.  Therefore, the consumer should not expect to be treated to a cookies bearing a cargo of plump, juicy raisins.  In paying attention to the flavor, I noticed that the cookies had a detectable raisin flavor.  Also on the plus side, in knowing (from first-hand experience) that hard oatmeal can get wedged in between fillings, resulting in damage to teeth and fillings, the older consumer will be pleased that this QUAKER product is totally inocuous, as far as dental work is concerned.  These cookies are, indeed, sooooooft!<br /><br />Ordinary oatmeal has about 61 grams carbohydrate, 12 grams protein, and 7 grams fat, per 100 grams of oatmeal (Pomeranz (1987) Modern Cereal Science and Technology (pages 350-370)).  The NUTRITION FACTS label that this QUAKER product shows that the breakdown is as follows.  Each QUAKER cookie (42 grams) contains 27 grams carbohydrate, 6 grams of fat, and only 2 grams of protein.  Hence, it can be seen, that the cookies, as compared to straight oatmeal, is somewhat low in protein.  The low protein content should not be a concern to most adults, because growth, and the issue of acquiring the proper nutrient balance to sustain growth, is generally relevant only during pregnancy and lactation, and for growing children.  If any conclusion can be made regarding this fine product, is that it could be a preferred snack food for adults who have had multiple dental fillings, and need to worry about dental damage.  Although this cookie is fine for children, please remember that much better sources of protein are available, e.g., milk, cheese, meat, fish, poultry, tofu, and legumes (peas, beans, lentils)."
